stock_code	description	units_sold	orders	revenue
84927F	PSYCHEDELIC TILE HOOK	69	11	67.95
84247N	PACK/12 BLUE FOLKART CARDS	23	10	67.85
21530	DAIRY MAID CERAMIC TOASTRACK	23	9	67.85
84872A	TEATIME FUNKY FLOWER BACKPACK FOR 2	4	4	67.80
22848	BREAD BIN, DINER STYLE, PINK	4	2	67.80
85166A	WHITE METAL BAROQUE PHOTO FRAME	38	4	67.50
90013C	GREEN VINTAGE EARRINGS	18	5	67.50
23456	MEDIUM PARLOUR FRAME	18	1	67.50
82011A	BATHROOM SCALES, TROPICAL BEACH	18	12	67.50
21412	VINTAGE GOLD TINSEL REEL	140	20	67.20
21087	SET/6 POSIES PAPER CUPS	124	10	66.80
40002	WHITE BAMBOO RIBS LAMPSHADE	78	1	66.30
85033G	SET/6 GOLD REINDEER T-LIGHT CANDLES	42	5	66.30
22876	NUMBER TILE COTTAGE GARDEN 8	34	7	66.30
22877	NUMBER TILE COTTAGE GARDEN 9	34	7	66.30
85205A	IVORY FELT EASTER RABBIT GARLAND	26	7	66.30
21228	POCKET MIRROR "GLAMOROUS"	53	11	66.25
35921	EASTER BUNNY HANGING GARLAND	53	10	66.25
48103	DOOR MAT KISS MY.......	9	5	65.93
90030B	RED KUKUI COCONUT SEED NECKLACE	46	7	65.80
35833P	4 PINK FLOCK CHRISTMAS BALLS	46	19	65.60
21400	RED PUDDING SPOON	338	20	65.46
90000A	RASPBERRY ANT COPPER FLOWER NECKLAC	11	6	65.45
90125D	PURPLE BERTIE GLASS BEAD BAG CHARM	74	5	65.40
84902	PINK KNITTED COW STUFFED TOY	18	10	65.34
84531A	PINK KNITTED EGG COSY	71	14	65.13
35911B	PINK/FLOWER RABBIT EGG WARMER	31	7	65.10
23436	GIFT BAG LARGE VINTAGE CHRISTMAS	52	2	65.00
84527	FLAMES SUNGLASSES PINK LENSES	37	3	64.95
85185C	COW  SOCK PUPPET	22	9	64.90
79161A	ST GEORGE SET OF 10 PARTY LIGHTS	22	4	64.90
20652	BLUE POLKADOT LUGGAGE TAG	46	16	64.76
23235	BISCUIT TIN VINTAGE LEAF	24	3	64.56
90161C	ANT COPPER LIME BOUDICCA BRACELET	13	5	64.35
45013	FOLDING SHOE TIDY	25	2	64.15
90018A	SILVER M.O.P ORBIT DROP EARRINGS	15	6	63.75
90023	FILIGREE DIAMANTE EARRINGS	15	7	63.75
90120B	BLUE MURANO TWIST BRACELET	15	4	63.75
90185D	CRYSTAL DIAMANTE EXPANDABLE RING	15	4	63.75
84617	NEW BAROQUE BLACK BOXES	5	3	63.75
90148	LONG SILVER NECKLACE PASTEL FLOWER	5	4	63.75
21353	SILVER SLEIGHBELL  WREATH	8	4	63.60
62043B	BLUE CHECK BAG W HANDLE 34X20CM	41	5	63.55
22882	NUMBER TILE VINTAGE FONT 3	59	8	63.49
20697	LITTLE GREEN MONSTER SOFT TOY	27	10	63.45
20698	LITTLE PINK MONSTER SOFT TOY	27	9	63.45
23047	PAPER LANTERN 5 POINT SEQUIN STAR	11	5	63.25
84751B	BLACK MEDIUM GLASS CAKE STAND	20	8	63.16
72740A	LARGE STRAWBERRY CHOCOLATE CANDLE	37	3	63.15
84367	LA STREGA CANVAS PICTURE	37	4	63.15
22899	CHILDRENS APRON DOLLY GIRL	30	6	63.00
84801B	WHITE HYDRANGEA ART FLOWER	30	3	63.00
90209B	GREEN ENAMEL+GLASS HAIR COMB	30	7	63.00
82587	TEXRIO TOMATOES CANDLE+CUP	54	14	62.94
90184B	AMETHYST CHUNKY BEAD BRACELET W STR	7	4	62.65
23416	CHAMBRE HOOK	41	4	62.61
90160A	PURPLE BOUDICCA LARGE BRACELET	9	6	62.55
90160B	RED BOUDICCA LARGE BRACELET	9	6	62.55
16161E	WRAP BOUDOIR	625	5	62.50
79192A	RETRO PLASTIC 70'S TRAY	50	8	62.50
90214M	LETTER "M" BLING KEY RING	50	15	62.50
22871	NUMBER TILE COTTAGE GARDEN 3	32	5	62.40
84457	SET/3 RABBITS FLOWER SKIPPPING ROPE	73	10	62.05
35816P	ACRYLIC JEWEL ANGEL,PINK	154	3	62.00
84596I	WRAP SWEETS LIGHT PINK SMALL BOWL	58	2	61.86
22884	NUMBER TILE VINTAGE FONT 5	58	7	61.54
20672	PINK TEATIME PRINT BOWL	49	10	61.25
90125C	TURQUOISE BERTIE GLASS BEAD CHARM	72	2	61.20
90208	PAIR OF ENAMEL FLOWER CLUSTER SLIDE	24	3	61.20
37508	NEW ENGLAND CERAMIC CAKE SERVER	24	9	61.20
23541	WALL ART ,PUDDINGS	8	2	61.20
22842	BISCUIT TIN, RED,IVORY, VINTAGE	9	3	60.75
72140E	BEST DAD CANDLE LETTERS	89	6	60.53
22536	MAGIC SLATE FIDO	144	3	60.48
22545	MINI JIGSAW BUNNIES AT HOME	144	3	60.48
22875	NUMBER TILE COTTAGE GARDEN 7	31	9	60.45
84705A	ENGLISH ROSE PHOTO FRAME	13	6	60.45
81952V	ROUND PURPLE CLOCK W/SUCKER	76	9	60.40
17011A	ORIGAMI VANILLA INCENSE+FLOWER	145	2	60.30
35819B	ACRYLIC HANGING JEWEL,BLUE	158	7	60.04
23370	SET 36 COLOUR PENCILS DOILEY	48	2	60.00
84877A	PINK ROUND COMPACT MIRROR	24	2	60.00
84882	GREEN WIRE STANDING CANDLE HOLDER	16	7	60.00
90002C	FLOWER BURST SILVER RING MIDN'T BLU	16	6	60.00
90069	RUBY GLASS CLUSTER NECKLACE	8	2	60.00
84231	EASTER BUNNY WITH BASKET ON BACK	92	15	59.80
22839	CAKE TIN, 3 TIER MINT/IVORY	4	2	59.80
22849	BREAD BIN, DINER STYLE, MINT	4	1	59.80
85168A	WHITE BAROQUE CARRIAGE CLOCK	6	5	59.70
90198A	VINTAGE ROSE BEAD BRACELET RASPBERR	14	7	59.50
90060F	FIRE POLISHED GLASS NECKL GREEN	10	3	59.50
90024B	NEW BAROQUE B'FLY NECKLACE RED	7	4	59.50
90029	NEW BAROQUE SMALL NECKLACE BLACK	7	2	59.50
85211	S/4 GROOVY CAT MAGNETS	38	4	59.44
22973	CHILDRENS CIRCUS PARADE MUG	36	3	59.40
90019A	SILVER M.O.P ORBIT BRACELET	12	5	59.40
90157	RIVIERA NECKLACE	12	4	59.40
37467	PIG MUG IN TWO COLOUR DESIGNS	85	7	59.37
16151A	FLOWERS HANDBAG blue and orange	47	2	58.75
84452	METAL RABBIT LADDER EASTER	69	9	58.65
17108D	FLOWER FAIRY SUMMER BOUQUET SACHET	139	11	58.38
35815P	ACRYLIC JEWEL SNOWFLAKE, PINK	131	4	58.38
23015	CORDIAL GLASS JUG	7	4	57.75
22886	NUMBER TILE VINTAGE FONT 7	56	7	57.64
20660	VIP LUGGAGE TAG	46	9	57.50
21031	SPACE CADET BLACK	48	7	57.41
84858A	NATURAL RIVIERA HANDBAG	42	2	57.20
90199C	5 STRAND GLASS NECKLACE CRYSTAL	9	5	57.15
75131	METAL TUBE CHIME ON BAMBOO	40	9	57.04
47592B	SCOTTIES DESIGN CHILD'S OVERALL	27	6	56.70
90164A	PINK ROSEBUD PEARL BRACELET	12	4	56.70
82607E	GLASS BONBON JAR. D'AMANDES	45	11	56.25
90002A	FLOWER BURST SILVER RING OPAL	15	5	56.25
85024C	PINK SMALL JEWELLED PHOTOFRAME	34	11	56.10
90162D	ANT SILVER PURPLE BOUDICCA RING	19	7	56.05
20899	VINTAGE NOTEBOOK RED ROSE	19	5	56.05
90210B	CLEAR ACRYLIC FACETED BANGLE	39	5	55.65
84564	6 SEGMENT COLOURED SNACK BOWL	7	2	55.65
90036F	FLOWER GLASS GARLD NECKL36"TURQUOIS	7	3	55.65
71495A	CD WALL TIDY BLUE OFFICE	153	7	55.62
84918	CREAM C/COVER W YELLOW/GREEN FLOWER	8	2	55.60
90120A	PINK MURANO TWIST BRACELET	13	5	55.25
90120D	WHITE MURANO TWIST BRACELET	13	2	55.25
35645	VINTAGE BEAD PINK JEWEL BOX	13	8	55.25
20835	FRENCH LATTICE CUSHION COVER	66	6	55.02
21369	MIRRORED WALL ART SPLODGES	32	6	55.00
90058A	CRYSTAL STUD EARRINGS CLEAR DISPLAY	144	3	54.72
84526	GIANT BLACK SUNGLASSES	28	14	54.60
23578	SNACK TRAY RED GINGHAM	28	6	54.60
90175C	BLUE GLASS CHUNKY CHARM BRACELET	6	4	53.70
35817B	ACRYLIC JEWEL SNOWFLAKE,BLUE	141	1	53.58
22252	BIRDCAGE DECORATION MAGIC GARDEN	21	3	53.55
84622	PINK GINGHAM ROSE CUSHION COVER	9	3	53.55
35833G	4 GOLD FLOCK CHRISTMAS BALLS	36	13	53.10
90168	2 DAISIES HAIR COMB	18	3	53.10
17084P	DRAGONS BLOOD INCENSE	300	5	53.00
35816B	ACRYLIC JEWEL ANGEL,BLUE	137	2	52.93
22873	NUMBER TILE COTTAGE GARDEN 5	27	7	52.65
84625B	BLCK NEW BAROQUE CANDLESTICK CANDLE	52	3	52.60
16156L	WRAP CAROUSEL	125	5	52.50
16169D	WRAP WINTER FOREST	125	4	52.50
84497	BUTTONS AND STRIPES NOTEBOOK	14	7	52.50
84870C	GREEN GEISHA GIRL	14	6	52.50
84921	CREAM AND PINK FLOWERS PONY	14	5	52.50
44236	PINK/PURPLE CIRCLE CURTAIN	42	6	52.48
23035	DOORKNOB CERAMIC IVORY	36	1	52.20
16051	TEATIME PENCIL W STAMP ASST	866	1	51.96
78027	SEAGRASS S/2 CORNER LAUNDRY	4	3	51.90
84914A	PINK ROSE PICNIC RUG	2	1	51.90
47578A	ENGLISH ROSE SMALL SCENTED FLOWER	61	9	51.85
22881	NUMBER TILE VINTAGE FONT 2	53	4	51.79
22887	NUMBER TILE VINTAGE FONT 8	53	4	51.79
35271S	GOLD PRINT PAPER BAG	272	8	51.68
90108	BLUE BLOSSOM HAIR CLIP	49	4	51.45
79403	FROSTED WHITE BASE	60	10	51.00
84007	MAGIC GARDEN MOUNT FUJI	20	6	51.00
84925C	FAIRY CAKES  WALL THERMOMETER	20	5	51.00
90120C	GREEN MURANO TWIST BRACELET	12	3	51.00
84765	SILVER ROCOCO CANDELABRA	4	2	51.00
90020	FILIGREE DIAMANTE CHAIN	4	2	51.00
90196A	PURPLE GEMSTONE NECKLACE 45CM	4	2	51.00
90196B	BLACK GEMSTONE NECKLACE 45CM	4	2	51.00
85069	CREAM SWEETHEART DOUBLE SHELF	3	1	50.85
46775A	BUBBLE GUM CHUNKY KNITTED THROW	3	2	50.85
46775E	CANDY POP CHUNKY KNITTED THROW	3	2	50.85
21003	ROSE DU SUD CUSHION COVER	8	5	50.80
84881	BLUE WIRE SPIRAL CANDLE HOLDER	8	4	50.80
22834	MINI HAND WARMER BABUSHKA DESIGN	24	2	50.40
72753C	S/3 FLWR FAIRY ROSE CANDLES	24	2	50.40
17129C	SKY BLUE COLOUR GLASS GEMS IN BAG	77	5	50.33
85185F	LION SOCK PUPPET	17	5	50.15
90162A	ANT SILVER TURQUOISE BOUDICCA RING	17	4	50.15
84429A	MEDIUM PINK BUDDHA HEAD	17	5	50.15
84388	WISE MAN STAR SHAPE EGG PAN	38	7	50.10
23496	PANTRY KITCHEN THERMOMETER	40	4	50.00
20818	GOLD TEDDY BEAR	20	7	50.00
84199	GLOW IN DARK DOLPHINS	250	20	49.98
37462B	PET MUG, BUDGIE	119	5	49.98
22879	NUMBER TILE VINTAGE FONT 0	52	3	49.84
22880	NUMBER TILE VINTAGE FONT 1	52	3	49.84
22883	NUMBER TILE VINTAGE FONT 4	52	3	49.84
22885	NUMBER TILE VINTAGE FONT 6	52	3	49.84
22888	NUMBER TILE VINTAGE FONT 9	52	3	49.84
23197	VEGETABLE MAGNETIC  SHOPPING LIST	36	3	49.80
84711A	SILVER OVAL SHAPE TRINKET BOX	5	3	49.75
90014A	SILVER/MOP ORBIT NECKLACE	5	4	49.75
90014B	GOLD M PEARL  ORBIT NECKLACE	5	4	49.75
90214D	LETTER "D" BLING KEY RING	49	14	49.73
17090A	LAVENDER INCENSE 40 CONES IN TIN	55	4	49.55
23413	DECORATIVE VINTAGE COFFEE  BOX	10	5	49.50
46776D	WOVEN SUNSET CUSHION COVER	10	2	49.50
23066	SMALL JEWELLERY STAND	6	3	49.50
23468	TUSCAN VILLA BIRD TABLE	6	4	49.50
90214G	LETTER "G" BLING KEY RING	39	13	48.75
20980	36 PENCILS TUBE POSY	39	9	48.75
72814	SET OF 3 CHRISTMAS BRIAR CANDLES	13	4	48.75
84030C	KNITTED RAINBOW HOT WATER BOTTLE	13	2	48.75
90131	PINK/AMETHYST/GOLD NECKLACE	7	3	48.65
84402B	PURPLE DRESS JEWELLERY STAND	61	3	48.19
90191	SILVER LARIAT 40CM	13	3	48.15
21089	SET/6 GREEN SPRING PAPER CUPS	119	14	47.91
90070	RUBY GLASS CLUSTER BRACELET	8	4	47.60
90123A	PINK HEART OF GLASS BRACELET	8	5	47.60
37506	NEW ENGLAND MILK JUG W GIFT BOX	8	8	47.60
78033	FLAG OF ST GEORGE CHAIR	8	4	47.60
82607C	GLASS BONBON JAR. SUPERFINES	38	10	47.50
84529A	PINK KNITTED KIDS RUCKSACK	7	3	47.25
84529C	YELLOW KNITTED KIDS RUCKSACK	7	2	47.25
90177D	DROP DIAMANTE EARRINGS PURPLE	16	5	47.20
90190C	SILVER/AMETHYST DROP EARRINGS LEAF	16	5	47.20
16207A	PINK STRAWBERRY HANDBAG	16	5	47.20
20896	VINTAGE NOTEBOOK PINK FLOWER	16	5	47.20
37342	SPOTTY COFFEE CUP & SAUCER	16	3	47.20
72754B	F FAIRY POTPOURRI CUSHIONS LAVENDER	72	2	46.80
23304	SET 4 PICNIC CUTLERY CHERRY	24	2	46.80
35910A	MULTICOLOUR EASTER RABBIT	24	5	46.80
84857B	BLUE MONTE CARLO HANDBAG	24	1	46.80
22432	WATERING CAN GREEN DINOSAUR	24	3	46.80
20693	FLORAL DINOSAUR GREEN	11	6	46.75
90198B	VINTAGE ROSE BEAD BRACELET BLACK	11	7	46.75
35015	JACOBS LADDER SMALL	775	14	46.50
21341	KASBAH LANTERN WITH GLASS	10	5	46.50
20957	PORCELAIN HANGING BELL SMALL	32	7	46.40
10080	GROOVY CACTUS INFLATABLE	107	10	46.33
23036	T-LIGHT HOLDER SILVER PETIT FOUR	37	4	46.25
90209A	PURPLE ENAMEL+GLASS HAIR COMB	22	5	46.20
84927A	WAKE UP COCKEREL TILE HOOK	171	10	45.99
84626	CANDY STRIPE ROSE QUILT	1	1	45.95
84555A	YELLOW VW BEETLE CERAMIC MONEY BOX	17	4	45.35
22135	MINI LADLE LOVE HEART PINK	96	32	45.24
20847	ZINC HEART LATTICE CHARGER LARGE	12	5	45.00
90144	SILVER DROP EARRINGS WITH FLOWER	12	5	45.00
90155	RESIN NECKLACE W PASTEL BEADS	6	4	45.00
71406C	BLACK ORANGE SQUEEZER	107	13	44.94
90010A	MIDNIGHT BLUE GLASS/SILVER BRACELET	5	3	44.75
90184A	AMBER CHUNKY BEAD BRACELET W STRAP	5	3	44.75
90184C	BLACK CHUNKY BEAD BRACELET W STRAP	5	3	44.75
84549	CROCHET WHITE RABBIT KEYRING	30	2	44.70
90135A	ORANGE/FUSCHIA STONES NECKLACE	9	2	44.55
90206C	CRYSTAL DIAMANTE STAR BROOCH	9	4	44.55
90199A	5 STRAND GLASS NECKLACE BLACK	7	3	44.45
84249A	GREETING CARD,SQUARE, DOUGHNUTS	100	8	43.64
16212	FUNKY GIRLZ ASST MAGNETIC MEMO PAD	67	6	43.55
35822P	ACRYLIC BEAD CHAIN, PINK	114	1	43.32
35607A	PINK FLUFFY CHRISTMAS DECORATION	227	11	43.13
72134	COLUMBIAN  CUBE CANDLE	162	6	43.02
84510E	SET OF 4 GREEN CAROUSEL COASTERS	104	4	43.00
47503H	ASS FLORAL PRINT SPIRIT LEVEL	28	9	43.00
47469	ASSORTED SHAPES PHOTO CLIP SILVER	66	6	42.90
16256B	FLOWER PENCIL/RUBBER+5 MINI PENCILS	102	4	42.84
21004	ROSE DU SUD CHILDRENS APRON	10	4	42.50
90001D	ANTIQUE OLIVE GREEN FLOWER EARRINGS	10	3	42.50
90016B	GOLD/M.O.P PENDANT ORBIT NECKLACE	5	5	42.50
22987	WRAP , SUMMER ROSE DESIGN	100	4	42.00
90166	PINK & WHITE ROSEBUD RING	10	7	41.90
21699	SET 5 MINI CHOCOLATE FRIDGE MAGNETS	84	2	41.88
84706F	RED PEONY TABLE CLOCK	6	2	41.70
44241C	BLUE BUTTERFLY ON SPRING	49	2	41.65
90123B	TURQUOISE HEART OF GLASS BRACELET	7	4	41.65
84661C	PINK SQUARE TABLE CLOCK	61	5	41.55
23044	PAPER LANTERN 9 POINT HOLLY STAR 23	10	2	41.50
35610B	BLACK CHRISTMAS FLOCK DROPLET	65	4	41.41
47593A	CAROUSEL PONIES BABY BIB	43	8	41.27
22289	HANGING METAL CHICKEN DECORATION	33	4	41.25
84482	BUTTONS DESIGN JEWELLERY BOX	11	5	41.25
90002B	FLOWER BURST SILVER RING ROSE	11	3	41.25
90002D	FLOWER BURST SILVER RING CRYSTAL	11	6	41.25
72140F	HAPPY ANNIVERSARY CANDLE LETTERS	108	4	41.04
90086	CRYSTAL FROG PHONE CHARM	37	10	40.81
84559D	3D SHEET OF SEA WORLD STICKERS	48	11	40.80
22566	FELTCRAFT HAIRBAND S/2, PINK/PURPLE	48	4	40.80
22740	POLKADOT PENS	48	1	40.80
84458	S/3 RABBIT FLOWER/EGG/CARROT ROPE	48	8	40.80
90101	WHITE FRANGIPANI NECKLACE	16	4	40.80
17107D	FLOWER FAIRY 5 DRAWER LINERS	16	4	40.80
20816	GOLD FLOWER CUSHION COVER	6	1	40.50
22530	MAGIC SLATE DOLLY GIRL	96	2	40.32
22532	MAGIC SLATE LEAP FROG	96	2	40.32
22534	MAGIC SLATE SPACEBOY	96	2	40.32
22535	MAGIC SLATE BUNNIES AT HOME	96	2	40.32
35096A	BLUE VICTORIAN FABRIC HEART BOX	96	7	40.32
35610A	PINK CHRISTMAS FLOCK DROPLET	64	3	40.16
84454	WOBBLING METAL CHICKEN EASTER	47	6	39.95
20622	VIP PASSPORT COVER	19	7	39.90
20837	FRENCH FLORAL CUSHION COVER	48	5	39.84
79065A	TEATIME ROUND CAKE TINS	4	1	39.80
90014C	SILVER/BLACK ORBIT NECKLACE	4	3	39.80
90214P	LETTER "P" BLING KEY RING	41	12	39.73
20796	SMALL BLUE PROVENCAL CERAMIC BALL	24	3	39.60
23191	BUNDLE OF 3 RETRO EXERCISE BOOKS	24	2	39.60
90081C	LILY BROOCH OLIVE COLOUR	8	5	39.60
90161A	ANT COPPER RED BOUDICCA BRACELET	8	3	39.60
22416	SET OF 36 SPACEBOY PAPER DOILIES	27	4	39.15
16206B	RED PURSE WITH PINK HEART	34	5	38.90
79144C	PAINTED LIGHTBULB RAINBOW DESIGN	101	8	38.82
90040B	MURANO STYLE GLASS BRACELET BLACK	11	4	38.50
90164B	WHITE  ROSEBUD PEARL BRACELET	14	3	38.40
90186A	AMETHYST HOOP EARRING FLORAL LEAF	13	5	38.35
35979	SIX STRING SCANDINAVIAN HEART DECS	13	4	38.35
71215	METAL BASE FOR CANDLES	106	4	38.28
84437A	S/6 PINK EASTER DECS IN BOX	45	7	38.25
84782B	BLACK 3 TIER GLASS PLATE STAND	3	2	38.25
84226	HEN HOUSE W FAMILY IN BARN & NEST	53	6	37.91
21118	SHOPPING BAG DOORSTOP	30	2	37.50
84899F	YELLOW PURPLE DAISY FELT PURSE KIT	30	8	37.50
90003B	ROSE COLOUR PAIR HEART HAIR SLIDES	10	2	37.50
90003C	MIDNIGHT BLUE PAIR HEART HAIR SLIDE	10	2	37.50
90072	RUBY DROP CHANDELIER EARRINGS	10	3	37.50
90173	PAIR BUTTERFLY HAIR CLIPS	10	2	37.50
23065	LARGE JEWELLERY STAND	3	2	37.50
84510C	SET OF 4 POLKADOT COASTERS	28	13	37.42
17014A	ORIGAMI VANILLA INCENSE CONES	89	1	37.38
84575A	PINK DOG CANNISTER	13	4	37.35
90214R	LETTER "R" BLING KEY RING	29	9	36.25
16256C	HEARTS PENCIL/RUBBER+5 MINI PENCILS	86	3	36.12
77079	DOLPHIN WINDMILL	17	4	36.04
90030A	SPOTTED WHITE NATURAL SEED NECKLACE	36	4	36.00
90030C	BROWN KUKUI COCONUT SEED NECKLACE	36	4	36.00
90178B	PURPLE CHUNKY GLASS+BEAD NECKLACE	3	1	35.85
72709	IVORY SCULPTED RND CANDLE	42	7	35.70
90096	NECKLACE+BRACELET SET BLUE BLOSSOM	14	5	35.70
90060C	FIRE POLISHED GLASS NECKL SILVER	6	2	35.70
90123C	GREEN HEART OF GLASS BRACELET	6	3	35.70
90211B	JET BLACK LAS VEGAS NECKLACE 45CM	6	3	35.70
20848	ZINC HEART LATTICE CHARGER SMALL	12	4	35.40
22903	CALENDAR FAMILY FAVORITES	12	2	35.40
16161C	WRAP SPEED DEMONS	350	1	35.00
16161G	WRAP BAD HAIR DAY	350	12	35.00
21226	POCKET MIRROR WOODLAND	28	7	35.00
90040D	MURANO STYLE GLASS BRACELET PINK	10	4	35.00
35001B	HAND OPEN SHAPE BLACK	10	2	34.90
23196	RETO LEAVES MAGNETIC SHOPPING LIST	24	2	34.80
90043	COPPER AND BRASS BAG CHARM	6	4	34.71
90159	COTE D'AZURE NECKLACE	7	4	34.65
90161D	ANT COPPER PINK BOUDICCA BRACELET	7	2	34.65
81952B	ROUND BLUE CLOCK W/SUCKER	45	5	34.05
90214N	LETTER "N" BLING KEY RING	28	12	34.04
90085	CRYSTAL STILETTO PHONE CHARM	40	4	34.00
22346	PARTY PIZZA DISH GREEN RETROSPOT	40	9	34.00
90063A	WHITE VINT ART DECO CRYSTAL NECKLAC	4	2	34.00
84873A	FUNKY FLOWER PICNIC BAG FOR 4	2	2	33.90
22846	BREAD BIN, DINER STYLE, RED	2	1	33.90
46775B	BERRIES CHUNKY KNITTED THROW	2	2	33.90
79144B	PAINTED LIGHTBULB STAR+ MOON	89	6	33.78
90214T	LETTER "T" BLING KEY RING	27	7	33.75
90003D	CRYSTAL PAIR HEART HAIR SLIDES	9	3	33.75
90039D	FIRE POLISHED GLASS BRACELET GREEN	9	3	33.75
21734	SMALL MARAKESH LANTERN ON STICK	9	3	33.75
23075	DOUBLE CERAMIC PARLOUR HOOK	8	2	33.20
35838B	S/6 SILVER ORNAMENETAL CANDLE	39	7	33.15
90037B	TINY CRYSTAL BRACELET GREEN	13	3	33.15
90094	NECKLACE+BRACELET SET FRUIT SALAD	13	5	33.15
22736	RIBBON REEL, MAKING SNOWMEN	20	2	33.00
23015	CORDIAL JUG	4	1	33.00
23465	TUSCAN VILLA BIRD FEEDER	4	1	33.00
23466	TUSCAN VILLA DOVECOTE	4	1	33.00
72133	COLUMBIAN CANDLE RECTANGLE	43	7	32.87
10120	DOGGY RUBBER	156	17	32.76
23417	BATHROOM HOOK	32	4	32.64
84705F	RED PEONY PHOTO FRAME	7	4	32.55
90214H	LETTER "H" BLING KEY RING	26	13	32.50
35973	GERANIUM FOLKART HEART DECORATION	26	6	32.50
37399	ASS RETROSPOOF MUGS,SPORTS	77	1	32.34
35980C	REDWHITE STRIPE SCANDINAVIAN HEART	85	9	32.30
85190	PINK FLOWER HANGING HEART	38	4	32.30
90036B	FLOWER GLASS GARLAND NECKL.36"GREEN	4	4	31.80
81950B	FLOWER BLUE CLOCK WITH SUCKER	109	6	31.61
35933	PINK STOCKING CHRISTMAS DECORATION	83	8	31.54
17090D	VANILLA INCENSE 40 CONES IN TIN	29	11	31.45
35610C	WHITE CHRISTMAS FLOCK DROPLET	57	3	31.41
46138B	BLUE CHENILLE SHAGGY CUSHION COVER	24	10	31.40
90059C	DIAMANTE HAIR GRIP PACK/2 MONTANA	19	4	31.35
90059F	DIAMANTE HAIR GRIP PACK/2 LT ROSE	19	4	31.35
90214B	LETTER "B" BLING KEY RING	25	9	31.25
90005A	JADE GREEN ENAMEL HAIR COMB	16	4	31.20
72051S	BAG OF SILVER STONES	74	6	31.08
90087	CRYSTAL SEA HORSE PHONE CHARM	31	8	31.03
22344	PARTY PIZZA DISH PINK WHITE SPOT	36	4	30.60
22565	FELTCRAFT HAIRBANDS PINK + WHITE	36	3	30.60
22577	WOODEN HEART CHRISTMAS SCANDISPOT	36	1	30.60
22578	WOODEN STAR CHRISTMAS SCANDISPOT	36	1	30.60
22579	WOODEN TREE CHRISTMAS SCANDISPOT	36	1	30.60
22937	BAKING MOULD CHOCOLATE CUP CAKES	12	2	30.60
22937	BAKING MOULD CUPCAKE CHOCOLATE	12	1	30.60
90165A	PINK ROSEBUD PEARL EARRINGS	12	2	30.60
90169	DAISY HAIR COMB	12	2	30.60
84907	PINK/YELLOW PATCH CUSHION COVER	4	1	30.60
79063C	RETRO PILL BOX KEY CHAIN,THE KING	165	6	30.35
90204	PAIR OF ENAMEL BUTTERFLY HAIRCLIP	9	3	30.15
84926B	SCOTTS ROSES TILE COASTER	24	7	30.00
90214I	LETTER "I" BLING KEY RING	24	4	30.00
22347	PIZZA DISH SLICE	24	1	30.00
22406	TIN CAN KINGS CHOICE DESIGN	24	2	30.00
22409	TIN CAN BISCUITS DESIGN	24	2	30.00
22771	DRAWER KNOB ACRYLIC EDWARDIAN CLEAR	24	1	30.00
22772	DRAWER KNOB ACRYLIC EDWARDIAN PINK	24	1	30.00
22773	DRAWER KNOB ACRYLIC EDWARDIAN GREEN	24	1	30.00
22775	DRAWERKNOB ACRYLIC EDWARDIAN PURPLE	24	1	30.00
22953	BIRTHDAY BANNER TAPE	24	2	30.00
23250	ENAMEL BOWL PANTRY	24	2	30.00
23437	GIFT BAG LARGE 50'S CHRISTMAS	24	2	30.00
23438	GIFT BAG LARGE SPOT	24	2	30.00
23252	ENAMEL JUG PANTRY	8	2	30.00
90150	BLUE SHELL+SILVER NECKLACE	4	2	30.00
90176D	DIAMANTE NECKLACE PURPLE	4	2	30.00
21767	FRENCH STYLE WIRE DOOR CABINET	1	1	29.95
23068	ALUMINIUM HEART	12	2	29.88
90124A	PINK MURANO TWIST NECKLACE	3	2	29.85
90124B	BLUE MURANO TWIST NECKLACE	3	2	29.85
90124C	GREEN MURANO TWIST NECKLACE	3	2	29.85
90180B	PURPLE AMETHYST NECKLACE W TASSEL	3	3	29.85
84709A	SILVER OVAL JEWELLED MIRROR	5	3	29.75
90060D	FIRE POLISHED GLASS NECKL BRONZE	5	1	29.75
90211A	DIAMOND LAS VEGAS NECKLACE 45CM	5	3	29.75
90059D	DIAMANTE HAIR GRIP PACK/2 PERIDOT	18	3	29.70
90073	VINTAGE ENAMEL & CRYSTAL EARRINGS	6	3	29.70
90161B	ANT COPPER TURQ BOUDICCA BRACELET	6	3	29.70
90197B	BLACK GLASS BRACELET W HEART CHARMS	6	2	29.70
23530	WALL ART,ONLY ONE PERSON	6	1	29.70
23537	I LOVE LONDON WALL ART	6	1	29.70
35821B	JEWELLED DECORATION,BLUE	78	1	29.64
84465	15 PINK FLUFFY CHICKS IN BOX	10	8	29.50
90067A	PINK VINTAGE VICTORIAN EARRINGS	10	3	29.50
72783	BLACK SIL'T SQU CANDLE PLATE	14	2	29.40
79026B	S/4 ICON COASTER,ELVIS LIVES	36	14	28.66
47598	NEW ENGLAND EGG WARMER	52	11	28.60
16202E	BLACK PHOTO ALBUM	16	3	28.30
10138	ASSORTED COLOUR JUMBO PEN	67	7	28.14
37479P	CUBIC MUG FLOCK PINK ON BROWN	72	9	28.08
71143	SILVER BOOK MARK WITH BEADS	33	4	28.05
90104	PURPLE FRANGIPANI HAIRCLIP	33	5	28.05
85023A	CRYSTAL LARGE JEWELLED PHOTO FRAME	11	4	28.05
